filepath,label_id,label_name,source,split
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\208030-3-4-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\199769-1-0-8.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\22973-3-0-1.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\46918-5-0-2.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\180125-4-2-1.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\180937-7-3-22.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\166101-5-2-2.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\203913-8-1-3.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\42101-1-1-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\160016-2-0-26.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-100648-A-43.wav,4,car_horn,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\84317-3-0-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-22694-A-20.wav,5,crying_baby,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\113205-5-1-6.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\151065-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-103995-A-30.wav,9,door_knock,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\147317-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\102853-8-1-0.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-198841-A-37.wav,8,clock_alarm,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-182023-A-30.wav,9,door_knock,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-216280-A-39.wav,0,glass_breaking,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\173993-3-0-25.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\133797-6-1-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-52290-A-30.wav,9,door_knock,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1179.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\26177-1-2-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-221567-A-22.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\802.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-34853-A-37.wav,8,clock_alarm,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\207124-3-2-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1196.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-210612-A-37.wav,8,clock_alarm,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\143651-2-0-59.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\72539-3-0-1.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\135527-6-11-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-171118-A-26.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\88569-2-0-67.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\169044-2-0-21.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\169043-2-0-21.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\72259-1-10-9.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\55020-4-0-12.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\54187-1-0-4.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1150.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-125825-A-46.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\30832-3-1-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\151005-4-0-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\81117-4-0-4.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\76090-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\63292-3-0-1.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\117889-9-0-30.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-173607-A-39.wav,0,glass_breaking,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\7389-1-3-3.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-144028-A-0.wav,2,dog_bark,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\83502-0-0-1.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1214.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\76566-3-0-8.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\135527-6-14-6.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1559.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\159751-8-0-0.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\135527-6-6-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\34643-4-2-2.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\172315-9-0-113.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\180125-4-2-14.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\19338-5-3-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\148827-6-2-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\204765-1-0-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-54065-A-45.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1382.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\74677-0-0-28.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\203424-9-0-18.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\145612-6-1-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\69777-3-0-1.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\345.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\148835-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\145683-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-18755-A-4.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\99812-1-3-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\426.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\116400-3-1-1.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\72567-1-2-5.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\159702-6-1-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-182039-A-30.wav,9,door_knock,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\104998-7-14-1.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\24347-8-0-66.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-209698-A-37.wav,8,clock_alarm,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-221529-A-39.wav,0,glass_breaking,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\148837-6-2-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\24076-1-1-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\177726-0-0-29.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\105289-8-0-5.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\74507-0-0-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-110614-B-8.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\197073-3-3-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\145206-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\524.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\72259-1-7-9.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\44831-3-2-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\76094-6-1-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\197318-6-1-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\135527-6-3-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-119647-A-48.wav,7,fireworks,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\148463-7-3-8.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\59277-0-0-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\94636-8-0-14.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\157867-8-0-0.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\22883-7-37-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-119648-A-48.wav,7,fireworks,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\167.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\146690-0-0-155.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\146714-0-0-56.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\174294-6-2-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\145609-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\177537-7-1-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\22601-8-0-11.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\188497-2-0-8.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\146186-5-0-8.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\174293-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\115243-9-0-46.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\162134-7-12-2.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\116400-3-0-2.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\180937-7-4-3.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\180977-3-1-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\198.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\72265-3-7-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\162432-6-6-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\166421-3-0-5.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\78360-4-0-20.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\60935-2-0-11.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-118625-A-30.wav,9,door_knock,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\666.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\424.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\58005-4-0-26.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\103076-3-1-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\155310-3-0-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-56233-A-9.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-117615-C-48.wav,7,fireworks,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-155766-A-13.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\203356-3-0-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\7389-1-4-10.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-68391-A-41.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\24347-8-0-61.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\103258-5-0-1.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\135527-6-14-1.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\177729-0-0-97.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\477.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-24076-A-43.wav,4,car_horn,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\561.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\72015-2-0-1.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\146186-5-0-7.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1155.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\52357-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\145608-6-1-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-136288-A-0.wav,2,dog_bark,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-94231-B-32.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\156194-1-0-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\110868-9-0-14.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\836.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\200460-6-5-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-129264-A-9.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\162435-6-2-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\457.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\170243-1-0-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\864.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-233787-A-7.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\196062-2-0-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\160094-3-0-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\34708-6-2-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\94632-5-0-8.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-115521-A-19.wav,6,thunderstorm,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-201664-A-18.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\30226-3-1-3.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-108760-A-14.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\42371-3-0-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\159704-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\180156-1-4-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\28385-9-0-32.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\215.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-17150-A-12.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1475.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\208030-3-0-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-118624-A-30.wav,9,door_knock,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\156362-4-3-4.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\59513-3-0-1.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1518.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\63261-3-0-1.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\111048-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\84699-4-6-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\174284-6-2-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\7389-1-2-2.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-186940-A-44.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\144351-4-2-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\43787-3-1-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\7965-3-16-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\43805-8-4-0.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\72259-1-9-12.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-140841-A-30.wav,9,door_knock,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\176257-3-0-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\174287-6-1-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\22601-8-0-39.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\117181-8-0-10.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\176258-3-1-2.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-120218-B-30.wav,9,door_knock,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\74723-3-0-1.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-103050-A-19.wav,6,thunderstorm,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\107090-1-0-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\196069-2-0-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\782.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\180128-4-13-0.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\7067-6-0-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-198411-G-20.wav,5,crying_baby,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\105289-8-0-1.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\417.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\94631-9-1-16.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-260432-A-39.wav,0,glass_breaking,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\175848-1-0-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\69661-3-0-23.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\29936-3-2-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-108451-B-17.wav,10,background,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\155488-3-3-1.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\81787-2-0-35.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-125072-B-19.wav,6,thunderstorm,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-178402-A-43.wav,4,car_horn,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\108357-9-0-44.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\24347-8-0-90.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\62837-7-0-31.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1110.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\301.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\148828-6-1-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\633.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\162702-1-0-0.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\157207-6-6-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\130961-4-2-2.wav,10,background,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\7064-6-3-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\40717-8-0-2.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\7389-1-3-1.wav,4,car_horn,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\85362-3-0-0.wav,2,dog_bark,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1045.wav,11,screaming,esc50,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\135544-6-12-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\157866-8-0-8.wav,3,siren,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\174282-6-1-0.wav,1,gun_shot,urban,train
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\31323-3-0-20.wav,2,dog_bark,urban,train
