filepath,label_id,label_name,source,split,feature_path
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1343.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_309.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-173865-A-9.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\462.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_311.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\7965-3-22-0.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_312.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\117048-3-0-23.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_313.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\145206-6-2-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_314.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-110011-A-5.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\157868-8-0-14.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_316.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\29936-3-2-0.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_317.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\70098-3-1-0.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_318.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\197318-6-7-0.wav,1,disparo,urban,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\718.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_320.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\124389-8-1-6.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_321.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\165645-4-2-0.wav,7,fondo,urban,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\22973-3-0-0.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_323.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1371.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_324.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\586.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_325.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\4201-3-0-0.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_326.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-200461-B-11.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\135527-6-6-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_328.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\873.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_329.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\110918-3-0-1.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_330.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1026.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_331.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\174294-6-1-0.wav,1,disparo,urban,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-203373-A-39.wav,0,rotura_cristal,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\0_333.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\135526-6-5-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_334.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\197318-6-2-0.wav,1,disparo,urban,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\145609-6-1-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_336.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\114280-3-0-1.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_337.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\70.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_338.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-70052-A-42.wav,3,sirena,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_339.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\342.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_340.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\159702-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_341.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\157207-6-10-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_342.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\200460-6-2-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_343.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-90014-A-42.wav,3,sirena,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_344.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-142593-A-38.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\200460-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_346.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\110622-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_347.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\148835-6-4-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_348.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-84965-A-23.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1221.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_350.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\9.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_351.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\175855-1-0-0.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_352.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-175000-B-40.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\582.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_354.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-179836-A-34.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\148827-6-3-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_356.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\123688-8-0-15.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_357.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\59513-3-0-1.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_358.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\30226-3-1-3.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_359.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-242490-A-14.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\135544-6-10-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_361.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\176.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_362.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\107357-8-1-5.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_363.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\78776-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_364.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-173607-A-39.wav,0,rotura_cristal,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\0_365.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\194310-9-0-35.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_366.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-54962-A-23.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\135526-6-13-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_368.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\74513-3-0-6.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_369.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\158608-8-0-2.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_370.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\158608-8-0-7.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_371.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\428.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_372.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\145611-6-4-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_373.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\607.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_374.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\159705-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_375.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-120218-B-30.wav,5,llamar_puerta,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\5_376.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\472.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_377.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\106015-5-0-20.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_378.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1166.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_379.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-31482-B-42.wav,3,sirena,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_380.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\159704-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_381.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\66000-9-0-6.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_382.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\156868-8-3-0.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_383.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\135526-6-10-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_384.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\162433-6-8-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_385.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\24347-8-0-90.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_386.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\148828-6-1-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_387.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\167464-0-0-7.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_388.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\146845-0-0-16.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_389.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1304.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_390.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\203356-3-0-2.wav,2,ladrido_perro,urban,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-103999-A-30.wav,5,llamar_puerta,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\5_392.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\971.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_393.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\155488-3-3-1.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_394.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\57320-0-0-42.wav,7,fondo,urban,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\106.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_396.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\208030-3-2-0.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_397.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\131571-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_398.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\136399-6-2-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_399.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\95549-3-0-14.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_400.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\209672-3-0-0.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_401.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\162432-6-14-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_402.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\116485-3-0-4.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_403.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\96657-8-0-1.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_404.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\46655-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_405.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-156391-A-35.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1558.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_407.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\23161-6-1-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_408.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-60997-B-20.wav,4,bebe_llorando,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\4_409.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\24965-3-1-0.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_410.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\203913-8-1-3.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_411.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\145609-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_412.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-97392-A-0.wav,2,ladrido_perro,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_413.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\159701-6-4-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_414.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\162433-6-6-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_415.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold1\51022-3-30-4.wav,2,ladrido_perro,urban,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\34952-8-0-6.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_417.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\209.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_418.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-182041-A-30.wav,5,llamar_puerta,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\5_419.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\149254-9-0-29.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_420.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\209992-5-4-15.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_421.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-107351-B-20.wav,4,bebe_llorando,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\4_422.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\157868-8-0-26.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_423.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\167.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_424.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-85168-A-39.wav,0,rotura_cristal,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\0_425.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\135160-8-0-6.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_426.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\71.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_427.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\22601-8-0-50.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_428.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\148632-8-0-5.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_429.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-80840-A-13.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-251426-A-30.wav,5,llamar_puerta,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\5_431.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\4-205526-B-23.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-133989-A-42.wav,3,sirena,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_433.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\54898-8-0-7.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_434.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-77241-A-3.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\22601-8-0-7.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_436.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\653.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_437.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-151085-A-20.wav,4,bebe_llorando,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\4_438.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\111048-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_439.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\2-32834-A-4.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold8\76085-4-0-66.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_441.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\135526-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_442.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\151065-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_443.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\1272.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_444.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold10\93567-8-0-15.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_445.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\74723-3-0-1.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_446.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\77247-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_447.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\36403-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_448.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold9\26186-1-0-0.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_449.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\144068-5-0-5.wav,7,fondo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\7_450.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\105289-8-0-5.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_451.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\43787-3-1-0.wav,2,ladrido_perro,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\2_452.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-198411-A-20.wav,4,bebe_llorando,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\4_453.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\1-26143-A-21.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold3\22601-8-0-39.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_455.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-115387-A-47.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold4\24347-8-0-62.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_457.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\3-193767-A-47.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\57323-8-0-8.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_459.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold7\107357-8-0-8.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_460.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\174293-6-1-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_461.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\810.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_462.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold2\91396-8-0-1.wav,3,sirena,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\3_463.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold6\148834-6-0-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_464.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\audio\5-216370-A-41.wav,7,fondo,esc50,train,
C:\Users\andre\Desktop\Clasificacion_Acustica\data_esc50\gritos\660.wav,6,grito,esc50,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\6_466.npy
C:\Users\andre\Desktop\Clasificacion_Acustica\data_urban\fold5\7066-6-1-0.wav,1,disparo,urban,train,C:\Users\andre\Desktop\Clasificacion_Acustica\features\1_467.npy
